Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
365,2016-11-01 00:00:39,2016-11-01 00:06:45,3185,City Hall,40.7177325,-74.043845,3267,Morris Canal,40.7124188237569,-74.03852552175522,26217,Subscriber,1985,1
349,2016-11-01 00:05:14,2016-11-01 00:11:04,3220,5 Corners Library,40.734961020009514,-74.0595030784607,3210,Pershing Field,40.742677141,-74.051788633,24623,Subscriber,1978,2
2701,2016-11-01 00:05:51,2016-11-01 00:50:53,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,26314,Subscriber,1975,1
313,2016-11-01 00:10:48,2016-11-01 00:16:01,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3202,Newport PATH,40.7272235,-74.0337589,22064,Subscriber,1991,1
379,2016-11-01 00:19:39,2016-11-01 00:25:59,3211,Newark Ave,40.72152515,-74.046304543,3203,Hamilton Park,40.727595966,-74.044247311,24456,Subscriber,1986,1
487,2016-11-01 00:52:17,2016-11-01 01:00:25,3194,McGinley Square,40.7253399253558,-74.06762212514877,3191,Union St,40.7182113,-74.0836394,24722,Subscriber,1954,1
627,2016-11-01 01:27:01,2016-11-01 01:37:28,3194,McGinley Square,40.7253399253558,-74.06762212514877,3189,West Side Light Rail,40.714402,-74.0887723,26261,Subscriber,1962,1
1024,2016-11-01 03:48:04,2016-11-01 04:05:09,3217,Bayside Park,40.698650544,-74.082079678,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24664,Subscriber,1983,1
215,2016-11-01 04:08:13,2016-11-01 04:11:48,3211,Newark Ave,40.72152515,-74.046304543,3209,Brunswick St,40.7241765,-74.0506564,24472,Subscriber,1964,2
127,2016-11-01 04:11:33,2016-11-01 04:13:41,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,22064,Subscriber,1989,1
173,2016-11-01 04:41:10,2016-11-01 04:44:03,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,26217,Subscriber,1983,1
136,2016-11-01 04:59:23,2016-11-01 05:01:39,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,24645,Subscriber,1987,1
161,2016-11-01 05:07:48,2016-11-01 05:10:29,3195,Sip Ave,40.73074262530658,-74.06378388404846,3194,McGinley Square,40.7253399253558,-74.06762212514877,24645,Subscriber,1987,1
460,2016-11-01 05:08:13,2016-11-01 05:15:54,3211,Newark Ave,40.72152515,-74.046304543,3202,Newport PATH,40.7272235,-74.0337589,24386,Subscriber,1964,1
234,2016-11-01 05:20:31,2016-11-01 05:24:25,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26280,Subscriber,1985,1
158,2016-11-01 05:21:58,2016-11-01 05:24:37,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,24487,Subscriber,1980,1
155,2016-11-01 05:22:05,2016-11-01 05:24:41,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3211,Newark Ave,40.72152515,-74.046304543,26266,Subscriber,1980,1
298,2016-11-01 05:28:06,2016-11-01 05:33:05,3214,Essex Light Rail,40.7127742,-74.0364857,3187,Warren St,40.7211236,-74.03805095,26209,Subscriber,1963,1
443,2016-11-01 05:30:16,2016-11-01 05:37:40,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3183,Exchange Place,40.7162469,-74.0334588,24476,Subscriber,1974,1
1128,2016-11-01 05:31:56,2016-11-01 05:50:45,3207,Oakland Ave,40.7376037,-74.0524783,3185,City Hall,40.7177325,-74.043845,26263,Subscriber,1984,2
369,2016-11-01 05:32:01,2016-11-01 05:38:10,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,24456,Subscriber,1970,1
418,2016-11-01 05:39:55,2016-11-01 05:46:53,3192,Liberty Light Rail,40.7112423,-74.0557013,3185,City Hall,40.7177325,-74.043845,24665,Subscriber,1986,1
162,2016-11-01 05:51:12,2016-11-01 05:53:55,3267,Morris Canal,40.7124188237569,-74.03852552175522,3184,Paulus Hook,40.7141454,-74.0335519,24530,Subscriber,1961,1
252,2016-11-01 05:53:40,2016-11-01 05:57:53,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24685,Subscriber,1989,2
643,2016-11-01 05:56:55,2016-11-01 06:07:38,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,26223,Subscriber,1974,1
195,2016-11-01 06:00:53,2016-11-01 06:04:08,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26232,Subscriber,1976,1
208,2016-11-01 06:05:31,2016-11-01 06:09:00,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,24671,Subscriber,1976,1
789,2016-11-01 06:06:47,2016-11-01 06:19:56,3194,McGinley Square,40.7253399253558,-74.06762212514877,3183,Exchange Place,40.7162469,-74.0334588,26179,Subscriber,1979,1
140,2016-11-01 06:06:54,2016-11-01 06:09:15,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24673,Subscriber,1985,1
317,2016-11-01 06:07:20,2016-11-01 06:12:38,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,24707,Subscriber,1977,1
331,2016-11-01 06:07:37,2016-11-01 06:13:08,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3273,Manila & 1st,40.721650724879986,-74.04288411140442,24485,Subscriber,1989,2
363,2016-11-01 06:11:53,2016-11-01 06:17:57,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,24471,Subscriber,1958,1
174,2016-11-01 06:12:05,2016-11-01 06:15:00,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,26279,Subscriber,1973,1
156,2016-11-01 06:18:17,2016-11-01 06:20:54,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24669,Subscriber,1982,1
195,2016-11-01 06:20:01,2016-11-01 06:23:17,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,24390,Subscriber,1991,1
263,2016-11-01 06:20:09,2016-11-01 06:24:32,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26225,Subscriber,1980,1
