Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
669,2016-06-01 00:00:37,2016-06-01 00:11:46,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3190,Garfield Ave Station,40.7104670233797,-74.07003879547119,24486,Subscriber,1988,1
945,2016-06-01 00:14:54,2016-06-01 00:30:40,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24482,Subscriber,1981,2
334,2016-06-01 00:34:52,2016-06-01 00:40:26,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3209,Brunswick St,40.7241765,-74.0506564,24391,Subscriber,1982,1
473,2016-06-01 00:40:30,2016-06-01 00:48:23,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,24626,Subscriber,1983,1
551,2016-06-01 00:50:06,2016-06-01 00:59:17,3220,5 Corners Library,40.734961020009514,-74.0595030784607,3197,North St,40.752559,-74.044725,24405,Subscriber,1987,1
115,2016-06-01 01:07:46,2016-06-01 01:09:41,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24491,Subscriber,1981,1
273,2016-06-01 01:32:47,2016-06-01 01:37:20,3206,Hilltop,40.7311689,-74.0575736,3212,Christ Hospital,40.734785818,-74.050443636,24530,Subscriber,1991,1
1060,2016-06-01 01:47:36,2016-06-01 02:05:17,3194,McGinley Square,40.7253399253558,-74.06762212514877,3211,Newark Ave,40.72152515,-74.046304543,24663,Subscriber,1987,1
522,2016-06-01 02:08:22,2016-06-01 02:17:05,3211,Newark Ave,40.72152515,-74.046304543,3194,McGinley Square,40.7253399253558,-74.06762212514877,24663,Subscriber,1987,1
156,2016-06-01 05:18:48,2016-06-01 05:21:24,3207,Oakland Ave,40.7376037,-74.0524783,3212,Christ Hospital,40.734785818,-74.050443636,24520,Subscriber,1984,2
461,2016-06-01 05:21:43,2016-06-01 05:29:24,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3195,Sip Ave,40.73074262530658,-74.06378388404846,24576,Subscriber,1967,1
744,2016-06-01 05:24:16,2016-06-01 05:36:41,3212,Christ Hospital,40.734785818,-74.050443636,3185,City Hall,40.7177325,-74.043845,24629,Subscriber,1984,2
258,2016-06-01 05:46:24,2016-06-01 05:50:43,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24456,Subscriber,1980,1
6982,2016-06-01 05:46:26,2016-06-01 07:42:49,3190,Garfield Ave Station,40.7104670233797,-74.07003879547119,3203,Hamilton Park,40.727595966,-74.044247311,24603,Customer,,0
613,2016-06-01 05:51:07,2016-06-01 06:01:21,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,24659,Subscriber,1960,1
364,2016-06-01 05:55:31,2016-06-01 06:01:35,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,24512,Subscriber,1973,2
312,2016-06-01 06:01:34,2016-06-01 06:06:46,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074262530658,-74.06378388404846,24475,Subscriber,1987,1
220,2016-06-01 06:06:16,2016-06-01 06:09:56,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24391,Subscriber,1989,2
262,2016-06-01 06:08:19,2016-06-01 06:12:41,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,24713,Subscriber,1977,1
325,2016-06-01 06:08:48,2016-06-01 06:14:14,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,24522,Subscriber,1958,1
216,2016-06-01 06:09:34,2016-06-01 06:13:11,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,24684,Subscriber,1970,1
226,2016-06-01 06:11:36,2016-06-01 06:15:23,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24627,Subscriber,1979,1
152,2016-06-01 06:13:22,2016-06-01 06:15:54,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24421,Subscriber,1973,1
156,2016-06-01 06:15:40,2016-06-01 06:18:16,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24388,Subscriber,1974,1
165,2016-06-01 06:16:31,2016-06-01 06:19:16,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24706,Subscriber,1986,1
236,2016-06-01 06:19:05,2016-06-01 06:23:01,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074262530658,-74.06378388404846,24575,Subscriber,1981,1
368,2016-06-01 06:25:33,2016-06-01 06:31:42,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074262530658,-74.06378388404846,24403,Subscriber,1976,1
