Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
361,2016-02-01 00:31:18,2016-02-01 00:37:19,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.727595966,-74.044247311,24393,Subscriber,1975,1
297,2016-02-01 01:55:05,2016-02-01 02:00:02,3195,Sip Ave,40.73074262530658,-74.06378388404846,3194,McGinley Square,40.7253399253558,-74.06762212514877,24394,Subscriber,1985,2
1155,2016-02-01 02:40:05,2016-02-01 02:59:20,3183,Exchange Place,40.7162469,-74.0334588,3210,Pershing Field,40.742677141,-74.051788633,24676,Subscriber,1976,1
1769,2016-02-01 05:11:28,2016-02-01 05:40:58,3214,Essex Light Rail,40.7127742,-74.0364857,3203,Hamilton Park,40.727595966,-74.044247311,24700,Subscriber,1974,2
935,2016-02-01 05:48:24,2016-02-01 06:03:59,3203,Hamilton Park,40.727595966,-74.044247311,3214,Essex Light Rail,40.7127742,-74.0364857,24639,Subscriber,1974,2
569,2016-02-01 05:52:18,2016-02-01 06:01:47,3212,Christ Hospital,40.734785818,-74.050443636,3185,City Hall,40.7177325,-74.043845,24498,Subscriber,1984,2
293,2016-02-01 06:01:32,2016-02-01 06:06:25,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24621,Subscriber,1974,1
252,2016-02-01 06:01:51,2016-02-01 06:06:03,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24560,Subscriber,1991,1
256,2016-02-01 06:20:48,2016-02-01 06:25:04,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24386,Subscriber,1989,2
94,2016-02-01 06:36:42,2016-02-01 06:38:17,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,24702,Subscriber,1990,2
126,2016-02-01 06:37:13,2016-02-01 06:39:19,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24438,Subscriber,1983,1
192,2016-02-01 06:38:06,2016-02-01 06:41:18,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,24590,Subscriber,1987,2
165,2016-02-01 06:47:46,2016-02-01 06:50:32,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24672,Subscriber,1983,1
193,2016-02-01 06:56:26,2016-02-01 06:59:39,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,24444,Subscriber,1978,2
