Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
326,2016-03-01 00:00:04,2016-03-01 00:05:31,3194,McGinley Square,40.7253399253558,-74.06762212514877,3194,McGinley Square,40.7253399253558,-74.06762212514877,24678,Subscriber,1987,1
168,2016-03-01 00:02:54,2016-03-01 00:05:43,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,24691,Subscriber,1970,1
133,2016-03-01 00:38:16,2016-03-01 00:40:30,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,24466,Subscriber,1982,1
473,2016-03-01 03:28:13,2016-03-01 03:36:07,3203,Hamilton Park,40.727595966,-74.044247311,3183,Exchange Place,40.7162469,-74.0334588,24414,Subscriber,1964,1
246,2016-03-01 04:38:22,2016-03-01 04:42:28,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24675,Subscriber,1985,1
470,2016-03-01 05:08:08,2016-03-01 05:15:58,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,24441,Subscriber,1958,1
614,2016-03-01 05:25:22,2016-03-01 05:35:37,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24394,Subscriber,1982,2
569,2016-03-01 05:38:39,2016-03-01 05:48:09,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3195,Sip Ave,40.73074262530658,-74.06378388404846,24421,Subscriber,1967,1
618,2016-03-01 05:38:51,2016-03-01 05:49:09,3207,Oakland Ave,40.7376037,-74.0524783,3185,City Hall,40.7177325,-74.043845,24476,Subscriber,1984,2
328,2016-03-01 05:53:34,2016-03-01 05:59:02,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24587,Subscriber,1974,1
198,2016-03-01 05:53:46,2016-03-01 05:57:05,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24644,Subscriber,1986,2
815,2016-03-01 05:57:15,2016-03-01 06:10:51,3210,Pershing Field,40.742677141,-74.051788633,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24510,Subscriber,1968,1
133,2016-03-01 06:11:15,2016-03-01 06:13:29,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24571,Subscriber,1973,1
246,2016-03-01 06:13:31,2016-03-01 06:17:38,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,22537,Subscriber,1975,1
165,2016-03-01 06:20:33,2016-03-01 06:23:18,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,24653,Subscriber,1987,2
440,2016-03-01 06:23:37,2016-03-01 06:30:58,3187,Warren St,40.7211236,-74.03805095,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24669,Subscriber,1991,1
415,2016-03-01 06:29:49,2016-03-01 06:36:44,3212,Christ Hospital,40.734785818,-74.050443636,3195,Sip Ave,40.73074262530658,-74.06378388404846,24504,Subscriber,1977,1
381,2016-03-01 06:31:18,2016-03-01 06:37:40,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074262530658,-74.06378388404846,24393,Subscriber,1976,1
826,2016-03-01 06:32:54,2016-03-01 06:46:40,3210,Pershing Field,40.742677141,-74.051788633,3203,Hamilton Park,40.727595966,-74.044247311,24387,Subscriber,1964,2
310,2016-03-01 06:36:04,2016-03-01 06:41:15,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,24556,Subscriber,1980,1
113,2016-03-01 06:38:01,2016-03-01 06:39:55,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24553,Subscriber,1983,1
251,2016-03-01 06:38:58,2016-03-01 06:43:10,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24448,Subscriber,1991,1
769,2016-03-01 06:42:33,2016-03-01 06:55:22,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24498,Subscriber,1976,1
802,2016-03-01 06:45:29,2016-03-01 06:58:51,3210,Pershing Field,40.742677141,-74.051788633,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24425,Subscriber,1973,2
569,2016-03-01 06:46:10,2016-03-01 06:55:40,3192,Liberty Light Rail,40.7112423,-74.0557013,3209,Brunswick St,40.7241765,-74.0506564,24406,Subscriber,1977,1
565,2016-03-01 06:48:09,2016-03-01 06:57:35,3197,North St,40.752559,-74.044725,3195,Sip Ave,40.73074262530658,-74.06378388404846,24561,Subscriber,1978,1
959,2016-03-01 06:52:59,2016-03-01 07:08:59,3198,Heights Elevator,40.748715945380226,-74.04044330120087,3183,Exchange Place,40.7162469,-74.0334588,24493,Subscriber,1975,1
481,2016-03-01 06:55:49,2016-03-01 07:03:51,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,24605,Subscriber,1983,2
339,2016-03-01 07:04:39,2016-03-01 07:10:18,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,24624,Subscriber,1986,1
247,2016-03-01 07:06:25,2016-03-01 07:10:33,3211,Newark Ave,40.72152515,-74.046304543,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24608,Subscriber,1970,2
256,2016-03-01 07:08:04,2016-03-01 07:12:21,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24387,Subscriber,1979,1
559,2016-03-01 07:08:05,2016-03-01 07:17:24,3209,Brunswick St,40.7241765,-74.0506564,3184,Paulus Hook,40.7141454,-74.0335519,24406,Subscriber,1979,1
296,2016-03-01 07:09:50,2016-03-01 07:14:46,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24403,Subscriber,1983,2
675,2016-03-01 07:10:33,2016-03-01 07:21:48,3209,Brunswick St,40.7241765,-74.0506564,3202,Newport PATH,40.7272235,-74.0337589,23210,Subscriber,1989,2
192,2016-03-01 07:15:38,2016-03-01 07:18:50,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,24377,Subscriber,1980,1
1075,2016-03-01 07:17:25,2016-03-01 07:35:20,3210,Pershing Field,40.742677141,-74.051788633,3183,Exchange Place,40.7162469,-74.0334588,24615,Subscriber,1984,1
148,2016-03-01 07:17:53,2016-03-01 07:20:21,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24466,Subscriber,1970,1
170,2016-03-01 07:20:09,2016-03-01 07:22:59,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,24398,Subscriber,1982,1
139,2016-03-01 07:21:44,2016-03-01 07:24:03,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24543,Subscriber,1981,1
220,2016-03-01 07:22:00,2016-03-01 07:25:40,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24431,Subscriber,1969,1
676,2016-03-01 07:23:18,2016-03-01 07:34:34,3215,Central Ave,40.7467299,-74.0492509,3202,Newport PATH,40.7272235,-74.0337589,24530,Subscriber,1981,1
1213,2016-03-01 07:31:37,2016-03-01 07:51:51,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24621,Subscriber,1983,1
277,2016-03-01 07:33:58,2016-03-01 07:38:36,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24608,Subscriber,1989,1
