Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
243,2016-05-01 00:04:31,2016-05-01 00:08:34,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,24507,Subscriber,1964,1
118,2016-05-01 00:06:47,2016-05-01 00:08:46,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3211,Newark Ave,40.72152515,-74.046304543,24660,Subscriber,1967,1
2891,2016-05-01 00:13:14,2016-05-01 01:01:25,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,24687,Subscriber,1991,1
303,2016-05-01 00:19:32,2016-05-01 00:24:35,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.727595966,-74.044247311,24551,Subscriber,1966,1
93,2016-05-01 00:21:34,2016-05-01 00:23:08,3211,Newark Ave,40.72152515,-74.046304543,3213,Van Vorst Park,40.71848892,-74.047726625,14717,Subscriber,1989,1
241,2016-05-01 00:21:45,2016-05-01 00:25:47,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3183,Exchange Place,40.7162469,-74.0334588,24667,Subscriber,1982,1
278,2016-05-01 00:22:06,2016-05-01 00:26:45,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3209,Brunswick St,40.7241765,-74.0506564,24618,Subscriber,1994,1
254,2016-05-01 00:27:48,2016-05-01 00:32:03,3195,Sip Ave,40.73074262530658,-74.06378388404846,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24532,Subscriber,1978,2
156,2016-05-01 00:28:55,2016-05-01 00:31:31,3195,Sip Ave,40.73074262530658,-74.06378388404846,3194,McGinley Square,40.7253399253558,-74.06762212514877,24411,Subscriber,1990,1
324,2016-05-01 00:31:40,2016-05-01 00:37:04,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24507,Subscriber,1990,1
287,2016-05-01 00:35:48,2016-05-01 00:40:35,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3209,Brunswick St,40.7241765,-74.0506564,24517,Subscriber,1982,1
329,2016-05-01 00:41:14,2016-05-01 00:46:43,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,24453,Subscriber,1989,1
287,2016-05-01 00:52:24,2016-05-01 00:57:12,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3214,Essex Light Rail,40.7127742,-74.0364857,24583,Subscriber,1985,2
2398,2016-05-01 01:11:06,2016-05-01 01:51:05,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24647,Subscriber,1975,1
648,2016-05-01 01:30:51,2016-05-01 01:41:40,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,24623,Subscriber,1990,2
247,2016-05-01 01:35:09,2016-05-01 01:39:17,3214,Essex Light Rail,40.7127742,-74.0364857,3187,Warren St,40.7211236,-74.03805095,24695,Subscriber,1989,1
859,2016-05-01 02:43:43,2016-05-01 02:58:03,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.727595966,-74.044247311,24518,Subscriber,1964,1
297,2016-05-01 02:53:39,2016-05-01 02:58:36,3195,Sip Ave,40.73074262530658,-74.06378388404846,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24432,Subscriber,1981,1
181,2016-05-01 03:44:30,2016-05-01 03:47:32,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,24501,Subscriber,1991,1
222,2016-05-01 03:52:14,2016-05-01 03:55:56,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,24481,Subscriber,1992,1
366,2016-05-01 04:51:41,2016-05-01 04:57:48,3195,Sip Ave,40.73074262530658,-74.06378388404846,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24666,Subscriber,1987,1
1522,2016-05-01 05:06:55,2016-05-01 05:32:17,3220,5 Corners Library,40.734961020009514,-74.0595030784607,3220,5 Corners Library,40.734961020009514,-74.0595030784607,24439,Customer,,0
1494,2016-05-01 05:07:07,2016-05-01 05:32:01,3220,5 Corners Library,40.734961020009514,-74.0595030784607,3220,5 Corners Library,40.734961020009514,-74.0595030784607,24559,Customer,,0
326,2016-05-01 05:42:56,2016-05-01 05:48:23,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,24499,Subscriber,1977,1
622,2016-05-01 06:04:16,2016-05-01 06:14:39,3200,MLK Light Rail,40.7111305,-74.0788855,3195,Sip Ave,40.73074262530658,-74.06378388404846,24678,Customer,,0
618,2016-05-01 06:17:30,2016-05-01 06:27:48,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3195,Sip Ave,40.73074262530658,-74.06378388404846,24587,Subscriber,1983,1
349,2016-05-01 06:24:15,2016-05-01 06:30:05,3202,Newport PATH,40.7272235,-74.0337589,3211,Newark Ave,40.72152515,-74.046304543,24453,Subscriber,1989,1
439,2016-05-01 06:32:09,2016-05-01 06:39:28,3202,Newport PATH,40.7272235,-74.0337589,3211,Newark Ave,40.72152515,-74.046304543,24598,Subscriber,1989,1
206,2016-05-01 06:32:24,2016-05-01 06:35:51,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24603,Subscriber,1989,1
431,2016-05-01 06:41:37,2016-05-01 06:48:49,3202,Newport PATH,40.7272235,-74.0337589,3211,Newark Ave,40.72152515,-74.046304543,24403,Subscriber,1989,1
247,2016-05-01 07:10:52,2016-05-01 07:14:59,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,24603,Subscriber,1968,1
516,2016-05-01 07:17:30,2016-05-01 07:26:06,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24532,Customer,,0
118,2016-05-01 07:31:55,2016-05-01 07:33:53,3213,Van Vorst Park,40.71848892,-74.047726625,3211,Newark Ave,40.72152515,-74.046304543,14717,Subscriber,1968,1
179,2016-05-01 07:36:32,2016-05-01 07:39:31,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24646,Subscriber,1985,1
497,2016-05-01 07:49:54,2016-05-01 07:58:11,3202,Newport PATH,40.7272235,-74.0337589,3211,Newark Ave,40.72152515,-74.046304543,24449,Subscriber,1977,1
193,2016-05-01 08:06:05,2016-05-01 08:09:18,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24607,Subscriber,1984,1
